scenario,operating_profile,rank,alternative_id,alternative,simulation_rank,simulation_score,operational_friction_score,monthly_operational_hours,relative_token_pressure,latency_risk_score,adjusted_score,rank_delta_vs_simulation
research_benchmarking,autonomous_pr_1000_tasks,1,mini_swe_agent,mini-SWE-agent,1,4.356034482758621,2.865,407.2,0.816,1.41,4.020334482758621,0
research_benchmarking,autonomous_pr_1000_tasks,2,swe_agent,SWE-agent,2,4.243965517241379,2.293,369.63,0.944,1.82,4.011225517241379,0
research_benchmarking,autonomous_pr_1000_tasks,3,openhands_sdk,OpenHands Software Agent SDK,3,4.186206896551725,2.215,348.84,1.15,1.684,3.9675068965517246,0
research_benchmarking,autonomous_pr_1000_tasks,4,deep_agents,Deep Agents,5,4.030172413793103,2.185,358.53,1.2,1.783,3.8168724137931034,1
research_benchmarking,autonomous_pr_1000_tasks,5,aider,Aider,4,4.0456896551724135,2.62,370.99,0.914,1.45,3.7540896551724137,-1
research_benchmarking,autonomous_pr_1000_tasks,6,cline,Cline / Cline SDK,6,3.9163793103448277,2.096,336.71,1.13,1.486,3.7190993103448275,0
research_benchmarking,autonomous_pr_1000_tasks,7,codex_cli,Codex CLI,7,3.887931034482759,2.011,327.1,1.171,2.089,3.705951034482759,0
research_benchmarking,autonomous_pr_1000_tasks,8,open_swe,Open SWE,9,3.84396551724138,2.2,360.06,1.238,2.379,3.6279655172413796,1
research_benchmarking,autonomous_pr_1000_tasks,9,opencode,OpenCode,8,3.8724137931034486,2.513,362.17,1.09,1.548,3.6000737931034488,-1
research_benchmarking,autonomous_pr_1000_tasks,10,goose,goose,10,3.6974137931034483,2.501,365.78,1.005,1.456,3.4272337931034484,0
research_benchmarking,autonomous_pr_1000_tasks,11,flue,Flue,11,3.594827586206897,2.374,373.45,1.145,1.763,3.3475075862068966,0
research_benchmarking,autonomous_pr_1000_tasks,12,openhands_agent_canvas,OpenHands Agent Canvas,12,3.532758620689655,2.428,369.17,1.191,1.78,3.275718620689655,0
research_benchmarking,autonomous_pr_1000_tasks,13,omnigent,Omnigent,13,3.378448275862069,2.45,382.69,1.204,2.175,3.1174482758620687,0
research_benchmarking,autonomous_pr_1000_tasks,14,sandcastle,Sandcastle,14,3.310344827586207,2.675,383.06,1.096,2.24,3.008844827586207,0
research_benchmarking,autonomous_pr_1000_tasks,15,omni_agent,Omni Agent,15,2.3603448275862067,2.986,461.56,1.169,2.913,2.0028648275862064,0
research_benchmarking,autonomous_pr_1000_tasks,16,omniagent,OmniAgent,16,2.177586206896552,3.651,505.39,1.087,2.584,1.7004062068965522,0
research_benchmarking,autonomous_pr_1000_tasks,17,anchor,Anchor,17,1.9612068965517242,3.732,509.2,0.895,2.625,1.4694468965517242,0
enterprise_control_plane,pilot_100_tasks,1,cline,Cline / Cline SDK,1,4.276712328767124,2.539,53.59,1.13,1.486,4.1535923287671235,0
enterprise_control_plane,pilot_100_tasks,2,openhands_sdk,OpenHands Software Agent SDK,2,4.213013698630137,2.686,56.09,1.15,1.684,4.078133698630137,0
enterprise_control_plane,pilot_100_tasks,3,deep_agents,Deep Agents,3,4.184246575342466,2.669,57.65,1.2,1.783,4.050726575342466,0
enterprise_control_plane,pilot_100_tasks,4,codex_cli,Codex CLI,4,4.08972602739726,2.457,52.8,1.171,2.089,3.9731660273972604,0
enterprise_control_plane,pilot_100_tasks,5,open_swe,Open SWE,5,4.066438356164383,2.686,57.88,1.238,2.379,3.931558356164383,0
enterprise_control_plane,pilot_100_tasks,6,openhands_agent_canvas,OpenHands Agent Canvas,6,4.061643835616438,2.902,58.24,1.191,1.78,3.9094838356164385,0
enterprise_control_plane,pilot_100_tasks,7,omnigent,Omnigent,7,4.0253424657534245,2.932,59.92,1.204,2.175,3.8707824657534244,0
enterprise_control_plane,pilot_100_tasks,8,flue,Flue,8,3.9575342465753427,2.875,59.9,1.145,1.763,3.807534246575343,0
enterprise_control_plane,pilot_100_tasks,9,opencode,OpenCode,9,3.9164383561643836,2.987,57.57,1.09,1.548,3.7574783561643836,0
enterprise_control_plane,pilot_100_tasks,10,goose,goose,10,3.8253424657534247,2.984,58.33,1.005,1.456,3.6666224657534245,0
enterprise_control_plane,pilot_100_tasks,11,swe_agent,SWE-agent,11,3.6815068493150687,2.807,60.07,0.944,1.82,3.536946849315069,0
enterprise_control_plane,pilot_100_tasks,12,sandcastle,Sandcastle,12,3.5767123287671234,3.177,60.91,1.096,2.24,3.4025523287671233,0
enterprise_control_plane,pilot_100_tasks,13,aider,Aider,13,3.5404109589041095,3.109,59.09,0.914,1.45,3.3716909589041095,0
enterprise_control_plane,pilot_100_tasks,14,mini_swe_agent,mini-SWE-agent,14,3.2575342465753425,3.408,65.15,0.816,1.41,3.0648942465753426,0
enterprise_control_plane,pilot_100_tasks,15,omni_agent,Omni Agent,15,3.0397260273972604,3.558,71.91,1.169,2.913,2.8350860273972605,0
enterprise_control_plane,pilot_100_tasks,16,omniagent,OmniAgent,16,2.436301369863014,4.273,78.54,1.087,2.584,2.174461369863014,0
enterprise_control_plane,pilot_100_tasks,17,anchor,Anchor,17,1.8061643835616439,4.355,78.98,0.895,2.625,1.537764383561644,0
enterprise_control_plane,team_rollout_400_tasks,1,cline,Cline / Cline SDK,1,4.276712328767124,2.125,139.77,1.13,1.486,4.141712328767124,0
enterprise_control_plane,team_rollout_400_tasks,2,openhands_sdk,OpenHands Software Agent SDK,2,4.213013698630137,2.254,146.53,1.15,1.684,4.062533698630137,0
enterprise_control_plane,team_rollout_400_tasks,3,deep_agents,Deep Agents,3,4.184246575342466,2.225,150.72,1.2,1.783,4.037246575342466,0
enterprise_control_plane,team_rollout_400_tasks,4,codex_cli,Codex CLI,4,4.08972602739726,2.05,137.88,1.171,2.089,3.9637260273972603,0
enterprise_control_plane,team_rollout_400_tasks,5,open_swe,Open SWE,5,4.066438356164383,2.241,151.36,1.238,2.379,3.917518356164383,0
enterprise_control_plane,team_rollout_400_tasks,6,openhands_agent_canvas,OpenHands Agent Canvas,6,4.061643835616438,2.454,152.35,1.191,1.78,3.8871638356164384,0
enterprise_control_plane,team_rollout_400_tasks,7,omnigent,Omnigent,7,4.0253424657534245,2.472,157.04,1.204,2.175,3.8487024657534246,0
enterprise_control_plane,team_rollout_400_tasks,8,flue,Flue,8,3.9575342465753427,2.414,156.68,1.145,1.763,3.7878542465753426,0
enterprise_control_plane,team_rollout_400_tasks,9,opencode,OpenCode,9,3.9164383561643836,2.541,149.91,1.09,1.548,3.7315183561643837,0
enterprise_control_plane,team_rollout_400_tasks,10,goose,goose,10,3.8253424657534247,2.533,152.11,1.005,1.456,3.641382465753425,0
enterprise_control_plane,team_rollout_400_tasks,11,swe_agent,SWE-agent,11,3.6815068493150687,2.344,156.88,0.944,1.82,3.5202268493150686,0
enterprise_control_plane,team_rollout_400_tasks,12,sandcastle,Sandcastle,12,3.5767123287671234,2.708,159.12,1.096,2.24,3.3717523287671236,0
enterprise_control_plane,team_rollout_400_tasks,13,aider,Aider,13,3.5404109589041095,2.65,153.77,0.914,1.45,3.3424109589041096,0
enterprise_control_plane,team_rollout_400_tasks,14,mini_swe_agent,mini-SWE-agent,14,3.2575342465753425,2.906,170.22,0.816,1.41,3.0288142465753425,0
enterprise_control_plane,team_rollout_400_tasks,15,omni_agent,Omni Agent,15,3.0397260273972604,3.008,188.61,1.169,2.913,2.7987660273972605,0
enterprise_control_plane,team_rollout_400_tasks,16,omniagent,OmniAgent,16,2.436301369863014,3.669,205.41,1.087,2.584,2.116021369863014,0
enterprise_control_plane,team_rollout_400_tasks,17,anchor,Anchor,17,1.8061643835616439,3.747,206.5,0.895,2.625,1.476524383561644,0
enterprise_control_plane,autonomous_pr_1000_tasks,1,cline,Cline / Cline SDK,1,4.276712328767124,2.096,336.71,1.13,1.486,4.0794323287671235,0
enterprise_control_plane,autonomous_pr_1000_tasks,2,openhands_sdk,OpenHands Software Agent SDK,2,4.213013698630137,2.215,348.84,1.15,1.684,3.994313698630137,0
enterprise_control_plane,autonomous_pr_1000_tasks,3,deep_agents,Deep Agents,3,4.184246575342466,2.185,358.53,1.2,1.783,3.970946575342466,0
enterprise_control_plane,autonomous_pr_1000_tasks,4,codex_cli,Codex CLI,4,4.08972602739726,2.011,327.1,1.171,2.089,3.9077460273972604,0
enterprise_control_plane,autonomous_pr_1000_tasks,5,open_swe,Open SWE,5,4.066438356164383,2.2,360.06,1.238,2.379,3.850438356164383,0
enterprise_control_plane,autonomous_pr_1000_tasks,6,openhands_agent_canvas,OpenHands Agent Canvas,6,4.061643835616438,2.428,369.17,1.191,1.78,3.8046038356164384,0
enterprise_control_plane,autonomous_pr_1000_tasks,7,omnigent,Omnigent,7,4.0253424657534245,2.45,382.69,1.204,2.175,3.7643424657534243,0
enterprise_control_plane,autonomous_pr_1000_tasks,8,flue,Flue,8,3.9575342465753427,2.374,373.45,1.145,1.763,3.7102142465753425,0
enterprise_control_plane,autonomous_pr_1000_tasks,9,opencode,OpenCode,9,3.9164383561643836,2.513,362.17,1.09,1.548,3.644098356164384,0
enterprise_control_plane,autonomous_pr_1000_tasks,10,goose,goose,10,3.8253424657534247,2.501,365.78,1.005,1.456,3.555162465753425,0
enterprise_control_plane,autonomous_pr_1000_tasks,11,swe_agent,SWE-agent,11,3.6815068493150687,2.293,369.63,0.944,1.82,3.4487668493150685,0
enterprise_control_plane,autonomous_pr_1000_tasks,12,sandcastle,Sandcastle,12,3.5767123287671234,2.675,383.06,1.096,2.24,3.2752123287671235,0
enterprise_control_plane,autonomous_pr_1000_tasks,13,aider,Aider,13,3.5404109589041095,2.62,370.99,0.914,1.45,3.2488109589041096,0
enterprise_control_plane,autonomous_pr_1000_tasks,14,mini_swe_agent,mini-SWE-agent,14,3.2575342465753425,2.865,407.2,0.816,1.41,2.9218342465753424,0
enterprise_control_plane,autonomous_pr_1000_tasks,15,omni_agent,Omni Agent,15,3.0397260273972604,2.986,461.56,1.169,2.913,2.6822460273972606,0
enterprise_control_plane,autonomous_pr_1000_tasks,16,omniagent,OmniAgent,16,2.436301369863014,3.651,505.39,1.087,2.584,1.9591213698630139,0
enterprise_control_plane,autonomous_pr_1000_tasks,17,anchor,Anchor,17,1.8061643835616439,3.732,509.2,0.895,2.625,1.314404383561644,0
